pid_align,output_align,error,angle,distance
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6014772063000237,0,0.0,150.0
-0.3,-0.6016277701500258,0,0.0,150.0
-0.3,-0.6016277701500258,0,0.0,150.0
-0.3,-0.6016277701500258,0,0.0,150.0
-0.3,-0.6016277701500258,0,0.0,150.0
-0.3,-0.6016277701500258,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6018097416000728,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6019646530500722,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6021193236000272,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6022736484000234,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6024278895000862,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6025807162500314,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6027525676500772,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6029053944000224,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.6030575506501009,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.603270772650012,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6034223632500015,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
-0.3,-0.6035735556000418,0,0.0,150.0
